Obchodný deň;Číslo periódy;Perióda;Objednávky na nákup (MW);Objednávky na predaj (MW);Zobchodovaný nákup (MW);Zobchodovaný predaj (MW);Rozdiel zobchodovaných  množstiev (MW);Priemerná cena obchodov (EUR/MWh);Váženy priemer cien všetkých obchodov (EUR/MWh);Minimálna cena (EUR/MWh);Maximálna cena (EUR/MWh);Posledná cena (EUR/MWh);Zobchodované množstvo (MW);Vážený priemer cien zobchodovaných jednoduchých objednávok (EUR/MWh);Zobchodované množstvo jednoduchých objednávok (MW)
11.8.2026;91;22:30 - 22:45;460,0;1269,1;65,9;75,8;-9,9;227,84;229,78;190,24;279,99;211,04;141,7;229,78;141,7
11.8.2026;92;22:45 - 23:00;502,1;2420,2;49,1;92,6;-43,5;221,16;227,75;177,03;264,99;215,96;141,7;227,75;141,7
11.8.2026;93;23:00 - 23:15;577,4;1254,9;49,3;50,1;-0,8;226,80;223,43;190,77;275,01;212,00;99,4;223,43;99,4
11.8.2026;94;23:15 - 23:30;256,0;500,4;29,8;46,4;-16,6;206,05;212,15;175,22;238,90;188,12;76,2;212,15;76,2
11.8.2026;95;23:30 - 23:45;335,7;229,7;43,0;32,6;10,4;186,34;185,52;170,05;201,79;182,66;75,6;185,52;75,6
11.8.2026;96;23:45 - 00:00;214,7;237,2;47,2;40,2;7,0;181,80;182,71;163,10;199,77;185,59;87,4;182,71;87,4
12.8.2026;1;00:00 - 00:15;176,4;159,3;50,1;21,6;28,5;180,00;179,85;166,05;194,67;183,90;71,7;179,85;71,7
12.8.2026;2;00:15 - 00:30;176,0;102,7;2,8;1,8;1,0;163,64;164,38;159,48;166,00;159,48;4,6;164,38;4,6
12.8.2026;3;00:30 - 00:45;2605,4;75,3;24,2;2,0;22,2;154,14;154,60;151,46;156,98;153,62;26,2;154,60;26,2
12.8.2026;4;00:45 - 01:00;575,4;77,7;25,2;5,6;19,6;146,79;147,15;142,50;152,46;142,51;30,8;147,15;30,8
12.8.2026;5;01:00 - 01:15;127,4;94,8;22,5;2,0;20,5;156,88;156,69;150,54;159,78;159,78;24,5;156,69;24,5
12.8.2026;6;01:15 - 01:30;118,5;82,1;27,2;0,4;26,8;150,63;150,95;147,75;151,94;151,94;27,6;150,95;27,6
12.8.2026;7;01:30 - 01:45;85,4;67,2;13,7;1,7;12,0;151,79;151,09;144,33;161,00;160,69;15,4;151,09;15,4
12.8.2026;8;01:45 - 02:00;162,3;87,4;17,7;1,3;16,4;147,07;149,85;140,20;165,66;165,66;19,0;149,85;19,0
12.8.2026;9;02:00 - 02:15;65,5;70,2;3,5;13,0;-9,5;148,75;151,28;143,70;153,84;153,20;16,5;151,28;16,5
12.8.2026;10;02:15 - 02:30;114,0;51,4;3,2;5,2;-2,0;146,00;145,99;141,74;150,46;145,70;8,4;145,99;8,4
12.8.2026;11;02:30 - 02:45;103,0;65,2;5,2;5,0;0,2;145,83;146,95;142,63;149,18;148,50;10,2;146,95;10,2
12.8.2026;12;02:45 - 03:00;120,4;83,5;11,8;2,9;8,9;144,05;146,01;138,70;151,29;151,29;14,7;146,01;14,7
12.8.2026;13;03:00 - 03:15;78,2;69,9;3,2;0,0;3,2;147,76;146,66;140,52;150,10;150,10;3,2;146,66;3,2
12.8.2026;14;03:15 - 03:30;76,2;63,9;1,0;0,0;1,0;148,87;148,87;148,87;148,87;148,87;1,0;148,87;1,0
12.8.2026;15;03:30 - 03:45;85,6;68,9;1,4;5,0;-3,6;147,76;149,40;140,50;149,67;149,53;6,4;149,40;6,4
12.8.2026;16;03:45 - 04:00;96,8;69,5;8,2;5,0;3,2;146,68;148,12;142,62;149,97;149,97;13,2;148,12;13,2
12.8.2026;17;04:00 - 04:15;70,4;99,0;1,3;6,2;-4,9;138,72;137,94;137,02;145,31;137,02;7,5;137,94;7,5
12.8.2026;18;04:15 - 04:30;86,7;75,8;6,9;0,8;6,1;139,56;140,71;132,70;145,47;139,77;7,7;140,71;7,7
12.8.2026;19;04:30 - 04:45;95,7;68,3;2,4;0,0;2,4;146,52;145,06;141,06;147,90;146,62;2,4;145,06;2,4
12.8.2026;20;04:45 - 05:00;73,2;91,7;1,0;5,0;-4,0;152,47;153,82;150,43;154,50;154,50;6,0;153,82;6,0
12.8.2026;21;05:00 - 05:15;60,9;86,9;2,4;5,0;-2,6;143,18;143,99;133,27;150,51;150,51;7,4;143,99;7,4
12.8.2026;22;05:15 - 05:30;60,1;58,9;1,0;4,0;-3,0;158,22;157,94;151,58;162,08;160,57;5,0;157,94;5,0
12.8.2026;23;05:30 - 05:45;79,1;62,1;1,0;0,0;1,0;174,67;174,67;174,67;174,67;174,67;1,0;174,67;1,0
12.8.2026;24;05:45 - 06:00;126,4;83,5;11,1;10,6;0,5;175,86;176,10;166,00;179,11;176,80;21,7;176,10;21,7
12.8.2026;25;06:00 - 06:15;99,8;108,7;9,1;5,0;4,1;175,90;174,56;167,69;179,50;174,95;14,1;174,56;14,1
12.8.2026;26;06:15 - 06:30;265,1;128,8;24,6;6,1;18,5;175,50;176,84;165,11;181,53;178,88;30,7;176,84;30,7
12.8.2026;27;06:30 - 06:45;214,7;135,8;37,5;7,7;29,8;177,06;176,11;168,01;180,05;176,79;45,2;176,11;45,2
12.8.2026;28;06:45 - 07:00;173,8;157,4;28,9;5,8;23,1;174,38;174,46;164,09;179,29;168,90;34,7;174,46;34,7
12.8.2026;29;07:00 - 07:15;471,0;115,1;40,9;6,7;34,2;176,78;177,06;170,10;180,61;176,81;47,6;177,06;47,6
12.8.2026;30;07:15 - 07:30;7417,2;8258,6;26,1;9,1;17,0;172,12;171,62;167,15;177,51;170,48;35,2;171,62;35,2
12.8.2026;31;07:30 - 07:45;12594,3;14945,6;21,0;50,5;-29,5;167,55;166,72;164,92;172,69;166,73;71,5;166,72;71,5
12.8.2026;32;07:45 - 08:00;11576,5;10893,3;11,4;50,2;-38,8;153,70;148,08;145,36;161,00;161,00;61,6;148,08;61,6
12.8.2026;33;08:00 - 08:15;7625,8;152,2;25,5;8,6;16,9;173,01;172,55;168,96;177,79;174,44;34,1;172,55;34,1
12.8.2026;34;08:15 - 08:30;12452,2;8310,5;30,5;33,6;-3,1;162,86;164,88;156,90;180,31;178,52;64,1;164,88;64,1
12.8.2026;35;08:30 - 08:45;12033,6;9492,1;13,3;17,6;-4,3;144,82;147,62;138,16;158,73;158,73;30,9;147,62;30,9
12.8.2026;36;08:45 - 09:00;6965,1;4118,8;50,8;45,4;5,4;121,90;123,87;110,00;136,39;120,00;96,2;123,87;96,2
12.8.2026;37;09:00 - 09:15;6660,5;2470,9;70,8;53,4;17,4;137,58;135,36;122,00;157,72;122,00;124,2;135,36;124,2
12.8.2026;38;09:15 - 09:30;8810,8;6753,2;45,3;37,6;7,7;113,14;111,78;92,90;133,04;104,00;82,9;111,78;82,9
12.8.2026;39;09:30 - 09:45;7253,5;4116,2;119,0;69,1;49,9;93,33;91,77;70,03;107,00;83,99;188,1;91,77;188,1
12.8.2026;40;09:45 - 10:00;14735,0;5939,5;177,0;152,5;24,5;78,07;77,46;57,36;94,99;81,39;329,5;77,46;329,5
12.8.2026;41;10:00 - 10:15;15736,6;1958,1;438,4;127,9;310,5;91,94;91,29;62,84;125,77;125,27;566,3;91,29;566,3
12.8.2026;42;10:15 - 10:30;19539,9;3395,3;543,6;233,3;310,3;83,42;83,68;50,20;107,54;94,53;776,9;83,68;776,9
12.8.2026;43;10:30 - 10:45;6167,1;11099,5;285,5;193,0;92,5;59,22;60,14;37,15;80,00;77,15;478,5;60,14;478,5
12.8.2026;44;10:45 - 11:00;3046,2;2923,8;317,6;200,7;116,9;41,43;41,56;29,64;60,60;40,00;518,3;41,56;518,3
12.8.2026;45;11:00 - 11:15;1490,0;523,0;80,2;75,9;4,3;36,49;37,25;24,00;62,84;36,00;156,1;37,25;156,1
12.8.2026;46;11:15 - 11:30;10129,4;1010,4;177,5;122,3;55,2;31,05;31,86;20,00;56,68;41,99;299,8;31,86;299,8
12.8.2026;47;11:30 - 11:45;15335,6;15375,6;127,8;104,3;23,5;29,58;28,93;8,00;50,86;8,00;232,1;28,93;232,1
12.8.2026;48;11:45 - 12:00;3658,9;3019,3;185,3;159,1;26,2;22,75;22,87;10,20;34,84;10,52;344,4;22,87;344,4
12.8.2026;49;12:00 - 12:15;989,5;11789,4;73,3;57,2;16,1;33,75;33,51;6,04;57,20;6,04;130,5;33,51;130,5
12.8.2026;50;12:15 - 12:30;1541,4;17038,2;82,5;57,6;24,9;30,92;31,66;6,01;55,43;11,54;140,1;31,66;140,1
12.8.2026;51;12:30 - 12:45;1879,8;18131,5;122,0;69,4;52,6;25,94;25,92;1,59;54,90;2,00;191,4;25,92;191,4
12.8.2026;52;12:45 - 13:00;1116,5;18741,6;148,6;90,3;58,3;23,84;24,81;-1,80;57,15;0,00;238,9;24,81;238,9
12.8.2026;53;13:00 - 13:15;1390,6;1568,7;75,3;49,6;25,7;27,13;29,48;-0,12;55,77;0,56;124,9;29,48;124,9
12.8.2026;54;13:15 - 13:30;9392,6;6953,0;94,5;62,0;32,5;28,38;28,25;-1,41;53,90;-1,41;156,5;28,25;156,5
12.8.2026;55;13:30 - 13:45;14919,2;5618,3;114,2;61,0;53,2;22,32;24,03;-1,01;51,50;-1,01;175,2;24,03;175,2
12.8.2026;56;13:45 - 14:00;13961,8;12582,1;138,0;100,6;37,4;22,45;24,07;-3,00;54,59;-0,18;238,6;24,07;238,6
12.8.2026;57;14:00 - 14:15;15452,4;2849,5;111,5;64,7;46,8;22,68;19,06;-3,00;54,96;28,29;176,2;19,06;176,2
12.8.2026;58;14:15 - 14:30;1860,4;4889,7;127,3;97,7;29,6;17,12;22,20;-1,00;57,28;2,88;225,0;22,20;225,0
12.8.2026;59;14:30 - 14:45;1459,9;11701,2;83,9;85,1;-1,2;16,26;17,80;-0,79;57,63;0,87;169,0;17,80;169,0
12.8.2026;60;14:45 - 15:00;1921,6;8391,9;114,1;107,6;6,5;25,42;34,21;0,10;79,68;0,43;221,7;34,21;221,7
12.8.2026;61;15:00 - 15:15;2631,1;2806,0;157,8;97,5;60,3;23,22;27,21;0,56;67,27;4,46;255,3;27,21;255,3
