Obchodný deň;Číslo periódy;Perióda;Objednávky na nákup (MW);Objednávky na predaj (MW);Zobchodovaný nákup (MW);Zobchodovaný predaj (MW);Rozdiel zobchodovaných  množstiev (MW);Priemerná cena obchodov (EUR/MWh);Váženy priemer cien všetkých obchodov (EUR/MWh);Minimálna cena (EUR/MWh);Maximálna cena (EUR/MWh);Posledná cena (EUR/MWh);Zobchodované množstvo (MW);Vážený priemer cien zobchodovaných jednoduchých objednávok (EUR/MWh);Zobchodované množstvo jednoduchých objednávok (MW)
9.8.2026;90;22:15 - 22:30;1387,5;194,6;54,8;104,7;-49,9;162,02;162,02;151,23;171,46;161,98;159,5;162,02;159,5
9.8.2026;91;22:30 - 22:45;1917,1;250,4;63,6;117,8;-54,2;158,07;157,68;152,63;166,94;166,58;181,4;157,68;181,4
9.8.2026;92;22:45 - 23:00;929,3;315,5;57,9;133,2;-75,3;153,41;140,74;45,00;167,37;45,00;191,1;140,74;191,1
9.8.2026;93;23:00 - 23:15;2964,3;142,3;61,6;21,7;39,9;133,87;132,27;45,00;164,10;45,00;83,3;132,27;83,3
9.8.2026;94;23:15 - 23:30;2755,5;202,1;32,8;29,2;3,6;125,63;125,43;40,00;163,61;149,07;62,0;125,43;62,0
9.8.2026;95;23:30 - 23:45;3299,1;300,1;25,4;36,3;-10,9;149,94;149,50;134,00;161,97;148,52;61,7;149,50;61,7
9.8.2026;96;23:45 - 00:00;2647,3;328,0;37,5;32,0;5,5;140,54;140,17;125,40;151,81;127,00;69,5;140,17;69,5
10.8.2026;1;00:00 - 00:15;7221,5;129,2;0,8;0,0;0,8;153,55;153,53;153,50;153,60;153,50;0,8;153,53;0,8
10.8.2026;2;00:15 - 00:30;1695,5;128,4;2,0;0,0;2,0;149,61;149,61;149,61;149,61;149,61;2,0;149,61;2,0
10.8.2026;3;00:30 - 00:45;15474,2;139,2;1,3;0,2;1,1;151,53;149,26;146,68;159,23;146,68;1,5;149,26;1,5
10.8.2026;4;00:45 - 01:00;546,5;132,4;0,0;0,6;-0,6;149,01;149,01;149,01;149,01;149,01;0,6;149,01;0,6
10.8.2026;5;01:00 - 01:15;296,2;58,8;26,9;0,0;26,9;136,10;133,46;126,67;147,68;126,67;26,9;133,46;26,9
10.8.2026;6;01:15 - 01:30;98,9;69,2;20,3;2,4;17,9;132,89;125,59;119,53;145,08;119,53;22,7;125,59;22,7
10.8.2026;7;01:30 - 01:45;219,6;64,7;19,0;2,9;16,1;127,65;123,79;117,88;142,50;118,31;21,9;123,79;21,9
10.8.2026;8;01:45 - 02:00;157,2;62,8;15,2;2,0;13,2;124,84;122,97;118,79;137,61;118,79;17,2;122,97;17,2
10.8.2026;9;02:00 - 02:15;95,1;66,4;23,0;3,0;20,0;130,30;131,10;125,14;137,43;134,68;26,0;131,10;26,0
10.8.2026;10;02:15 - 02:30;530,6;60,6;30,3;2,0;28,3;124,69;124,21;122,34;129,90;122,34;32,3;124,21;32,3
10.8.2026;11;02:30 - 02:45;136,3;53,6;29,1;2,0;27,1;125,81;125,13;123,01;131,25;123,01;31,1;125,13;31,1
10.8.2026;12;02:45 - 03:00;1304,2;60,8;32,5;5,7;26,8;120,97;121,02;119,28;124,29;121,56;38,2;121,02;38,2
10.8.2026;13;03:00 - 03:15;466,6;63,1;27,2;3,5;23,7;122,36;122,71;118,50;131,02;123,60;30,7;122,71;30,7
10.8.2026;14;03:15 - 03:30;1228,9;93,1;23,2;4,5;18,7;123,39;123,28;120,60;131,05;123,30;27,7;123,28;27,7
10.8.2026;15;03:30 - 03:45;219,5;96,9;23,6;3,5;20,1;123,28;123,88;119,56;125,30;124,01;27,1;123,88;27,1
10.8.2026;16;03:45 - 04:00;210,8;87,5;27,3;9,6;17,7;124,41;124,24;118,86;133,10;126,01;36,9;124,24;36,9
10.8.2026;17;04:00 - 04:15;302,5;124,7;23,0;6,1;16,9;198,20;155,51;119,64;277,00;277,00;29,1;155,51;29,1
10.8.2026;18;04:15 - 04:30;409,9;111,5;21,1;5,9;15,2;125,91;124,99;120,61;133,00;126,41;27,0;124,99;27,0
10.8.2026;19;04:30 - 04:45;1896,1;96,2;31,8;6,0;25,8;144,20;145,83;122,05;297,00;297,00;37,8;145,83;37,8
10.8.2026;20;04:45 - 05:00;302,5;124,0;31,7;10,8;20,9;139,22;163,67;125,50;296,00;296,00;42,5;163,67;42,5
10.8.2026;21;05:00 - 05:15;524,7;122,0;30,2;12,0;18,2;142,82;181,97;125,03;287,00;287,00;42,2;181,97;42,2
10.8.2026;22;05:15 - 05:30;95,3;75,0;11,0;3,0;8,0;137,12;140,45;132,13;148,00;148,00;14,0;140,45;14,0
10.8.2026;23;05:30 - 05:45;204,4;100,4;34,7;6,0;28,7;154,80;157,54;140,14;161,62;159,50;40,7;157,54;40,7
10.8.2026;24;05:45 - 06:00;1806,6;100,2;55,0;8,2;46,8;156,45;155,64;147,17;163,40;156,10;63,2;155,64;63,2
10.8.2026;25;06:00 - 06:15;118,1;174,0;5,4;12,9;-7,5;161,87;160,92;150,57;166,90;166,12;18,3;160,92;18,3
10.8.2026;26;06:15 - 06:30;188,8;114,0;11,3;8,0;3,3;161,91;161,41;154,61;166,80;166,13;19,3;161,41;19,3
10.8.2026;27;06:30 - 06:45;1441,6;141,4;48,6;10,4;38,2;162,06;161,01;156,00;167,49;162,42;59,0;161,01;59,0
10.8.2026;28;06:45 - 07:00;1908,4;103,9;38,4;13,3;25,1;162,24;162,62;156,10;168,31;163,86;51,7;162,62;51,7
10.8.2026;29;07:00 - 07:15;209,7;130,2;22,7;11,2;11,5;162,67;163,21;159,30;170,75;165,23;33,9;163,21;33,9
10.8.2026;30;07:15 - 07:30;1507,7;96,4;27,5;6,2;21,3;159,32;159,45;157,33;165,40;157,33;33,7;159,45;33,7
10.8.2026;31;07:30 - 07:45;871,4;157,6;32,1;5,8;26,3;155,90;154,06;149,01;163,73;149,97;37,9;154,06;37,9
10.8.2026;32;07:45 - 08:00;6195,2;5958,5;33,2;11,3;21,9;151,94;151,42;144,13;158,47;152,96;44,5;151,42;44,5
10.8.2026;33;08:00 - 08:15;8830,6;13173,3;37,2;16,8;20,4;175,08;176,49;163,93;188,73;184,39;54,0;176,49;54,0
10.8.2026;34;08:15 - 08:30;15665,3;8922,0;42,5;11,1;31,4;166,36;166,00;155,86;172,00;167,72;53,6;166,00;53,6
10.8.2026;35;08:30 - 08:45;13873,6;22746,9;34,4;15,4;19,0;154,41;153,93;149,73;159,86;152,40;49,8;153,93;49,8
10.8.2026;36;08:45 - 09:00;20808,6;9231,4;53,4;26,5;26,9;137,57;137,30;131,44;145,73;137,40;79,9;137,30;79,9
10.8.2026;37;09:00 - 09:15;15636,1;2915,4;42,3;23,9;18,4;148,47;148,88;142,81;155,68;155,68;66,2;148,88;66,2
10.8.2026;38;09:15 - 09:30;14284,5;21382,7;54,4;25,2;29,2;142,76;142,85;137,00;148,13;137,00;79,6;142,85;79,6
10.8.2026;39;09:30 - 09:45;6499,4;6448,7;9,3;5,8;3,5;133,31;133,24;131,05;136,09;132,17;15,1;133,24;15,1
10.8.2026;40;09:45 - 10:00;3734,2;467,9;455,8;50,4;405,4;123,79;123,58;108,80;128,16;110,01;506,2;123,58;506,2
10.8.2026;41;10:00 - 10:15;17362,7;814,2;560,2;67,8;492,4;126,51;126,64;120,44;133,99;127,70;628,0;126,64;628,0
10.8.2026;42;10:15 - 10:30;23592,3;17511,5;548,3;59,1;489,2;117,16;117,53;105,86;121,83;112,24;607,4;117,53;607,4
10.8.2026;43;10:30 - 10:45;10694,8;10520,9;207,5;74,2;133,3;108,45;108,33;93,98;116,22;107,86;281,7;108,33;281,7
10.8.2026;44;10:45 - 11:00;19091,9;15332,9;122,0;88,5;33,5;95,59;95,11;86,10;110,00;110,00;210,5;95,11;210,5
10.8.2026;45;11:00 - 11:15;17285,6;419,8;75,8;78,9;-3,1;97,96;97,03;87,83;112,34;100,11;154,7;97,03;154,7
10.8.2026;46;11:15 - 11:30;1036,0;14210,5;104,8;65,9;38,9;90,76;88,47;74,39;103,98;92,68;170,7;88,47;170,7
10.8.2026;47;11:30 - 11:45;22763,3;790,0;78,4;61,3;17,1;83,41;82,78;61,67;104,14;74,00;139,7;82,78;139,7
10.8.2026;48;11:45 - 12:00;1687,2;1497,2;82,2;82,6;-0,4;82,49;80,84;59,07;103,07;68,29;164,8;80,84;164,8
10.8.2026;49;12:00 - 12:15;4947,3;1112,9;138,5;67,1;71,4;76,05;74,02;53,29;97,14;58,00;205,6;74,02;205,6
10.8.2026;50;12:15 - 12:30;7668,5;19360,3;153,7;76,8;76,9;73,20;70,70;49,11;98,38;63,73;230,5;70,70;230,5
10.8.2026;51;12:30 - 12:45;5851,8;13525,0;218,8;57,8;161,0;75,36;73,91;46,39;97,77;51,65;276,6;73,91;276,6
10.8.2026;52;12:45 - 13:00;18061,5;1416,8;259,9;101,5;158,4;69,82;67,61;41,99;97,76;50,01;361,4;67,61;361,4
10.8.2026;53;13:00 - 13:15;1564,4;18694,1;105,3;76,1;29,2;76,87;74,88;60,77;98,21;70,03;181,4;74,88;181,4
10.8.2026;54;13:15 - 13:30;24654,0;16534,4;105,8;54,3;51,5;79,46;76,55;59,89;126,60;62,24;160,1;76,55;160,1
10.8.2026;55;13:30 - 13:45;25422,8;1180,7;112,7;49,2;63,5;71,78;68,53;47,56;126,27;50,11;161,9;68,53;161,9
10.8.2026;56;13:45 - 14:00;1100,3;1310,1;131,3;99,5;31,8;68,36;65,22;33,46;100,00;42,70;230,8;65,22;230,8
10.8.2026;57;14:00 - 14:15;1029,4;1117,6;140,8;121,6;19,2;70,25;67,58;35,08;126,53;47,09;262,4;67,58;262,4
10.8.2026;58;14:15 - 14:30;1562,7;1466,8;156,9;134,5;22,4;70,04;65,74;33,17;114,20;46,92;291,4;65,74;291,4
10.8.2026;59;14:30 - 14:45;1125,6;1015,3;205,1;86,1;119,0;75,67;74,91;36,85;113,10;50,55;291,2;74,91;291,2
10.8.2026;60;14:45 - 15:00;1737,8;1604,0;288,7;90,9;197,8;87,67;87,27;40,00;131,53;40,00;379,6;87,27;379,6
10.8.2026;61;15:00 - 15:15;2721,9;1341,2;219,4;162,2;57,2;66,84;81,39;39,51;297,00;297,00;381,6;81,39;381,6
10.8.2026;62;15:15 - 15:30;2718,2;1604,6;181,1;116,6;64,5;76,50;73,98;53,55;104,20;103,04;297,7;73,98;297,7
10.8.2026;63;15:30 - 15:45;1842,9;1184,0;170,2;75,0;95,2;118,03;116,06;104,33;140,50;115,04;245,2;116,06;245,2
10.8.2026;64;15:45 - 16:00;768,6;958,9;118,0;56,3;61,7;138,13;135,40;124,01;159,07;130,00;174,3;135,40;174,3
10.8.2026;65;16:00 - 16:15;5168,2;1380,0;118,1;51,4;66,7;80,53;79,99;39,51;116,10;62,13;169,5;79,99;169,5
10.8.2026;66;16:15 - 16:30;2510,6;754,8;79,6;39,3;40,3;116,27;113,34;102,61;131,97;103,02;118,9;113,34;118,9
10.8.2026;67;16:30 - 16:45;791,3;519,4;98,1;34,5;63,6;148,12;147,51;140,43;159,50;157,00;132,6;147,51;132,6
10.8.2026;68;16:45 - 17:00;3741,4;839,6;80,3;53,9;26,4;171,25;172,99;159,24;199,26;199,26;134,2;172,99;134,2
10.8.2026;69;17:00 - 17:15;2008,1;18154,5;48,7;39,9;8,8;155,26;164,78;125,53;304,00;190,00;88,6;164,78;88,6
10.8.2026;70;17:15 - 17:30;11389,8;802,7;20,3;14,4;5,9;164,86;175,28;151,11;220,00;220,00;34,7;175,28;34,7
10.8.2026;71;17:30 - 17:45;1880,0;951,4;27,3;34,3;-7,0;198,94;205,30;183,19;249,00;249,00;61,6;205,30;61,6
10.8.2026;72;17:45 - 18:00;5061,5;5116,0;140,1;91,3;48,8;213,91;218,12;195,00;247,91;234,92;231,4;218,12;231,4
10.8.2026;73;18:00 - 18:15;26294,0;813,0;63,7;24,9;38,8;185,74;194,15;118,10;208,59;202,52;88,6;194,15;88,6
10.8.2026;74;18:15 - 18:30;17706,2;4740,7;132,7;52,3;80,4;202,20;200,37;135,01;235,26;210,00;185,0;200,37;185,0
10.8.2026;75;18:30 - 18:45;7518,5;257,9;70,1;54,0;16,1;240,17;232,26;196,00;289,99;289,99;124,1;232,26;124,1
10.8.2026;76;18:45 - 19:00;2007,1;974,0;71,3;71,8;-0,5;263,39;250,60;170,00;358,78;268,81;143,1;250,60;143,1
10.8.2026;77;19:00 - 19:15;12522,2;228,8;51,5;40,1;11,4;271,70;253,81;190,01;320,00;309,60;91,6;253,81;91,6
10.8.2026;78;19:15 - 19:30;27492,5;277,2;134,8;44,2;90,6;299,83;281,75;195,00;340,74;270,00;179,0;281,75;179,0
10.8.2026;79;19:30 - 19:45;84315,5;267,7;65,1;35,1;30,0;315,43;315,17;265,63;349,49;265,63;100,2;315,17;100,2
10.8.2026;80;19:45 - 20:00;20561,7;545,7;70,8;54,4;16,4;311,39;290,31;194,27;365,27;334,99;125,2;290,31;125,2
10.8.2026;81;20:00 - 20:15;70755,1;120,7;20,2;18,8;1,4;293,28;293,88;240,64;320,00;266,00;39,0;293,88;39,0
10.8.2026;82;20:15 - 20:30;17415,9;188,4;20,7;35,5;-14,8;308,33;316,06;200,00;340,22;295,00;56,2;316,06;56,2
10.8.2026;83;20:30 - 20:45;9443,9;140,0;21,7;24,7;-3,0;291,32;294,04;248,19;320,00;279,99;46,4;294,04;46,4
10.8.2026;84;20:45 - 21:00;6878,6;219,0;25,9;17,8;8,1;256,16;246,09;205,00;311,42;272,96;43,7;246,09;43,7
10.8.2026;85;21:00 - 21:15;13685,7;319,4;11,5;10,9;0,6;280,23;281,48;254,52;286,10;286,10;22,4;281,48;22,4
10.8.2026;86;21:15 - 21:30;2108,3;260,7;17,2;17,6;-0,4;231,14;229,08;214,72;240,00;235,02;34,8;229,08;34,8
10.8.2026;87;21:30 - 21:45;13134,5;248,7;26,3;8,0;18,3;201,99;204,11;185,73;232,28;217,25;34,3;204,11;34,3
10.8.2026;88;21:45 - 22:00;36925,1;207,0;59,2;22,1;37,1;184,48;186,98;159,73;211,08;211,08;81,3;186,98;81,3
10.8.2026;89;22:00 - 22:15;13153,3;415,0;108,7;120,2;-11,5;192,57;195,99;178,38;210,85;200,50;228,9;195,99;228,9
10.8.2026;90;22:15 - 22:30;16798,8;817,3;106,8;125,6;-18,8;197,82;199,88;178,13;259,99;259,99;232,4;199,88;232,4
10.8.2026;91;22:30 - 22:45;51929,8;223,6;22,0;21,1;0,9;216,82;224,92;187,00;254,99;254,99;43,1;224,92;43,1
10.8.2026;92;22:45 - 23:00;13476,5;209,4;40,0;40,1;-0,1;243,78;258,58;190,00;297,00;297,00;80,1;258,58;80,1
10.8.2026;93;23:00 - 23:15;38523,8;140,6;37,6;31,0;6,6;201,55;200,64;199,50;210,50;210,50;68,6;200,64;68,6
10.8.2026;94;23:15 - 23:30;71680,0;108,8;21,6;24,6;-3,0;195,75;193,77;191,50;204,50;204,50;46,2;193,77;46,2
10.8.2026;95;23:30 - 23:45;50207,5;468,4;140,4;142,3;-1,9;198,29;213,29;181,93;297,00;264,99;282,7;213,29;282,7
10.8.2026;96;23:45 - 00:00;11673,6;222,0;122,4;140,8;-18,4;191,33;207,10;160,61;297,00;220,01;263,2;207,10;263,2
11.8.2026;1;00:00 - 00:15;81,8;40,4;29,7;3,9;25,8;207,28;213,20;182,03;315,70;184,96;33,6;213,20;33,6
11.8.2026;2;00:15 - 00:30;177,0;36,3;41,1;1,8;39,3;183,82;178,01;166,90;225,00;170,00;42,9;178,01;42,9
11.8.2026;3;00:30 - 00:45;104,6;225,0;22,2;7,6;14,6;179,49;179,95;171,32;183,79;183,79;29,8;179,95;29,8
11.8.2026;4;00:45 - 01:00;105,5;106,0;23,8;6,0;17,8;156,53;158,44;150,01;167,62;163,14;29,8;158,44;29,8
11.8.2026;5;01:00 - 01:15;829,3;60,7;31,2;1,9;29,3;173,25;172,57;168,17;180,04;180,00;33,1;172,57;33,1
11.8.2026;6;01:15 - 01:30;74,4;61,5;22,9;2,2;20,7;163,10;163,19;158,80;168,00;168,00;25,1;163,19;25,1
11.8.2026;7;01:30 - 01:45;161,5;62,6;29,5;2,2;27,3;156,41;156,60;150,33;161,98;153,03;31,7;156,60;31,7
11.8.2026;8;01:45 - 02:00;117,6;69,8;28,1;3,0;25,1;148,26;150,61;141,26;161,15;161,15;31,1;150,61;31,1
11.8.2026;9;02:00 - 02:15;130,5;39,1;11,2;2,0;9,2;159,40;159,59;154,96;163,99;163,99;13,2;159,59;13,2
11.8.2026;10;02:15 - 02:30;123,3;201,1;8,1;6,9;1,2;150,00;149,28;143,73;156,97;151,48;15,0;149,28;15,0
11.8.2026;11;02:30 - 02:45;130,1;84,0;8,5;31,3;-22,8;147,56;151,36;138,02;156,62;156,62;39,8;151,36;39,8
11.8.2026;12;02:45 - 03:00;151,0;152,6;7,2;24,7;-17,5;140,59;141,64;137,88;147,80;139,54;31,9;141,64;31,9
11.8.2026;13;03:00 - 03:15;114,5;106,6;12,4;7,0;5,4;143,60;143,52;137,40;156,55;143,78;19,4;143,52;19,4
11.8.2026;14;03:15 - 03:30;71,4;66,0;11,1;6,2;4,9;140,52;141,57;136,82;145,56;145,00;17,3;141,57;17,3
11.8.2026;15;03:30 - 03:45;97,2;52,2;12,7;7,8;4,9;140,03;139,14;135,53;152,68;141,39;20,5;139,14;20,5
11.8.2026;16;03:45 - 04:00;206,8;73,9;17,1;4,8;12,3;138,95;138,50;133,90;143,50;138,42;21,9;138,50;21,9
11.8.2026;17;04:00 - 04:15;99,9;80,4;11,9;11,9;0,0;140,17;140,01;135,60;145,57;145,57;23,8;140,01;23,8
11.8.2026;18;04:15 - 04:30;88,2;49,8;7,1;3,7;3,4;139,65;139,55;137,20;143,52;138,31;10,8;139,55;10,8
11.8.2026;19;04:30 - 04:45;302,0;54,1;28,3;4,3;24,0;143,27;144,04;139,02;147,01;147,01;32,6;144,04;32,6
11.8.2026;20;04:45 - 05:00;69,5;80,6;10,6;7,2;3,4;163,91;198,41;140,63;297,00;297,00;17,8;198,41;17,8
11.8.2026;21;05:00 - 05:15;263,6;49,8;10,3;7,0;3,3;157,74;158,19;140,45;170,00;170,00;17,3;158,19;17,3
11.8.2026;22;05:15 - 05:30;758,4;57,0;18,9;1,9;17,0;154,65;158,34;142,45;161,85;156,80;20,8;158,34;20,8
11.8.2026;23;05:30 - 05:45;245,9;47,2;35,4;1,5;33,9;160,05;160,53;153,19;169,11;156,81;36,9;160,53;36,9
11.8.2026;24;05:45 - 06:00;138,1;54,0;50,6;3,1;47,5;158,15;157,51;152,80;169,02;155,19;53,7;157,51;53,7
11.8.2026;25;06:00 - 06:15;201,6;91,4;12,9;2,6;10,3;164,95;164,48;148,73;171,98;160,29;15,5;164,48;15,5
11.8.2026;26;06:15 - 06:30;165,3;73,4;21,6;1,3;20,3;162,08;162,22;156,16;168,05;160,20;22,9;162,22;22,9
11.8.2026;27;06:30 - 06:45;132,7;84,1;17,6;7,9;9,7;163,02;163,95;154,84;168,54;168,54;25,5;163,95;25,5
11.8.2026;28;06:45 - 07:00;82,5;101,4;7,3;6,0;1,3;164,68;165,33;159,66;171,68;168,82;13,3;165,33;13,3
11.8.2026;29;07:00 - 07:15;208,1;86,4;20,3;5,7;14,6;167,00;168,16;161,84;172,07;171,68;26,0;168,16;26,0
11.8.2026;30;07:15 - 07:30;270,0;62,9;40,9;8,6;32,3;159,61;159,56;154,49;166,74;155,71;49,5;159,56;49,5
11.8.2026;31;07:30 - 07:45;618,2;82,7;42,2;0,0;42,2;155,07;154,24;147,96;163,10;151,89;42,2;154,24;42,2
11.8.2026;32;07:45 - 08:00;714,3;146,5;27,2;0,8;26,4;149,61;148,06;143,48;157,95;148,01;28,0;148,06;28,0
11.8.2026;33;08:00 - 08:15;1074,3;13132,7;46,4;9,7;36,7;163,91;164,45;158,81;168,60;165,40;56,1;164,45;56,1
11.8.2026;34;08:15 - 08:30;19766,5;7469,2;37,0;0,7;36,3;158,95;162,28;143,10;166,60;143,10;37,7;162,28;37,7
11.8.2026;35;08:30 - 08:45;7072,7;9252,1;35,2;3,0;32,2;156,29;157,52;145,55;161,34;159,54;38,2;157,52;38,2
11.8.2026;36;08:45 - 09:00;9248,9;3159,3;23,5;4,2;19,3;142,17;143,12;117,84;148,77;144,86;27,7;143,12;27,7
11.8.2026;37;09:00 - 09:15;5692,6;2640,1;58,7;16,1;42,6;157,82;158,78;121,80;169,00;121,80;74,8;158,78;74,8
11.8.2026;38;09:15 - 09:30;12691,4;160,1;73,8;62,2;11,6;125,49;125,93;85,02;145,87;85,02;136,0;125,93;136,0
11.8.2026;39;09:30 - 09:45;9411,4;9096,7;374,0;123,5;250,5;105,07;104,67;79,89;129,68;111,50;497,5;104,67;497,5
11.8.2026;40;09:45 - 10:00;13128,6;598,9;444,4;100,0;344,4;85,31;86,50;64,92;117,41;90,99;544,4;86,50;544,4
11.8.2026;41;10:00 - 10:15;15590,4;3843,8;402,2;88,3;313,9;94,05;93,62;50,01;109,03;50,01;490,5;93,62;490,5
11.8.2026;42;10:15 - 10:30;11260,3;11151,5;87,8;55,8;32,0;73,26;71,77;15,09;88,42;15,09;143,6;71,77;143,6
11.8.2026;43;10:30 - 10:45;6245,4;819,2;68,4;41,7;26,7;71,19;72,74;61,94;86,00;81,00;110,1;72,74;110,1
11.8.2026;44;10:45 - 11:00;878,2;1199,2;154,1;155,2;-1,1;72,71;71,46;54,63;103,71;99,00;309,3;71,46;309,3
11.8.2026;45;11:00 - 11:15;18481,6;2436,2;63,8;70,9;-7,1;77,32;79,13;49,20;108,24;61,90;134,7;79,13;134,7
11.8.2026;46;11:15 - 11:30;16686,1;6431,3;69,6;55,0;14,6;78,22;75,75;42,14;97,50;64,40;124,6;75,75;124,6
11.8.2026;47;11:30 - 11:45;16876,2;14725,3;70,1;86,0;-15,9;76,70;76,09;30,47;96,11;93,00;156,1;76,09;156,1
11.8.2026;48;11:45 - 12:00;11096,6;16356,2;93,9;106,4;-12,5;78,01;78,79;28,27;100,72;85,00;200,3;78,79;200,3
11.8.2026;49;12:00 - 12:15;18257,0;8331,7;74,2;77,2;-3,0;78,78;82,97;59,70;106,12;84,99;151,4;82,97;151,4
11.8.2026;50;12:15 - 12:30;12523,5;1084,4;27,8;61,3;-33,5;79,83;80,38;60,20;108,35;107,29;89,1;80,38;89,1
11.8.2026;51;12:30 - 12:45;16998,5;5828,1;66,2;94,2;-28,0;80,76;80,41;59,76;117,75;60,01;160,4;80,41;160,4
11.8.2026;52;12:45 - 13:00;13910,1;1367,3;75,3;67,4;7,9;79,86;82,47;58,48;106,72;69,16;142,7;82,47;142,7
11.8.2026;53;13:00 - 13:15;3805,6;1325,2;43,5;59,6;-16,1;83,52;90,14;52,30;117,82;107,65;103,1;90,14;103,1
11.8.2026;54;13:15 - 13:30;16569,5;1330,2;86,4;87,0;-0,6;85,84;85,20;38,84;114,90;113,13;173,4;85,20;173,4
11.8.2026;55;13:30 - 13:45;14903,1;2037,0;55,1;68,6;-13,5;92,69;96,98;59,97;120,33;118,01;123,7;96,98;123,7
11.8.2026;56;13:45 - 14:00;18339,3;1662,7;83,3;85,9;-2,6;87,91;91,23;54,79;125,46;119,74;169,2;91,23;169,2
11.8.2026;57;14:00 - 14:15;19670,6;668,2;99,7;76,6;23,1;84,65;84,72;38,08;121,30;99,00;176,3;84,72;176,3
11.8.2026;58;14:15 - 14:30;4156,3;1345,7;70,2;46,9;23,3;86,89;84,65;66,70;132,63;109,00;117,1;84,65;117,1
11.8.2026;59;14:30 - 14:45;793,5;1121,6;115,4;70,4;45,0;99,04;98,00;40,63;150,00;150,00;185,8;98,00;185,8
11.8.2026;60;14:45 - 15:00;657,0;1341,3;132,0;65,1;66,9;100,20;100,13;42,46;129,50;99,00;197,1;100,13;197,1
11.8.2026;61;15:00 - 15:15;13786,1;1208,2;113,5;83,5;30,0;95,26;94,02;66,50;120,63;105,38;197,0;94,02;197,0
11.8.2026;62;15:15 - 15:30;785,6;790,5;87,0;41,7;45,3;101,83;101,83;71,57;121,12;98,00;128,7;101,83;128,7
11.8.2026;63;15:30 - 15:45;916,5;857,9;43,4;37,3;6,1;117,21;119,59;51,24;140,68;127,11;80,7;119,59;80,7
11.8.2026;64;15:45 - 16:00;1216,6;1009,1;70,1;70,1;0,0;130,10;132,04;61,67;153,38;123,99;140,2;132,04;140,2
11.8.2026;65;16:00 - 16:15;520,0;447,7;88,4;73,9;14,5;102,22;103,38;50,26;120,60;89,10;162,3;103,38;162,3
11.8.2026;66;16:15 - 16:30;23528,8;693,4;377,3;78,5;298,8;112,70;113,08;42,86;141,55;127,30;455,8;113,08;455,8
11.8.2026;67;16:30 - 16:45;1574,3;407,0;47,7;64,5;-16,8;144,93;146,04;80,92;196,01;190,00;112,2;146,04;112,2
11.8.2026;68;16:45 - 17:00;2450,0;559,8;144,3;122,7;21,6;184,92;186,41;119,13;248,30;187,00;267,0;186,41;267,0
11.8.2026;69;17:00 - 17:15;453,2;289,1;79,6;49,8;29,8;160,06;160,84;106,84;181,67;180,00;129,4;160,84;129,4
11.8.2026;70;17:15 - 17:30;315,2;312,9;51,6;33,7;17,9;188,40;187,69;163,10;209,41;176,52;85,3;187,69;85,3
11.8.2026;71;17:30 - 17:45;11229,5;399,1;33,1;38,1;-5,0;214,35;217,18;184,00;249,98;249,98;71,2;217,18;71,2
11.8.2026;72;17:45 - 18:00;6041,3;681,4;51,8;41,0;10,8;230,29;233,10;202,73;262,09;232,80;92,8;233,10;92,8
11.8.2026;73;18:00 - 18:15;457,4;402,7;82,6;102,2;-19,6;205,62;205,12;162,14;226,00;224,00;184,8;205,12;184,8
11.8.2026;74;18:15 - 18:30;568,0;513,1;85,0;67,1;17,9;212,54;210,32;178,46;225,77;210,00;152,1;210,32;152,1
11.8.2026;75;18:30 - 18:45;493,6;370,3;82,1;76,1;6,0;215,51;213,35;195,22;239,25;231,46;158,2;213,35;158,2
11.8.2026;76;18:45 - 19:00;1006,2;389,4;74,7;72,9;1,8;220,55;221,46;203,00;237,99;215,32;147,6;221,46;147,6
11.8.2026;77;19:00 - 19:15;304,3;411,3;63,8;76,1;-12,3;202,91;203,59;169,08;225,90;200,00;139,9;203,59;139,9
11.8.2026;78;19:15 - 19:30;250,7;388,1;32,3;40,9;-8,6;212,78;211,10;182,40;244,78;227,09;73,2;211,10;73,2
11.8.2026;79;19:30 - 19:45;440,4;398,5;47,9;50,5;-2,6;221,35;222,96;204,34;238,81;230,90;98,4;222,96;98,4
11.8.2026;80;19:45 - 20:00;736,8;767,5;68,3;104,4;-36,1;264,32;275,08;235,29;343,14;329,98;172,7;275,08;172,7
11.8.2026;81;20:00 - 20:15;702,5;556,7;63,1;41,2;21,9;236,32;232,48;215,66;263,90;243,90;104,3;232,48;104,3
11.8.2026;82;20:15 - 20:30;4090,7;2044,5;46,0;30,0;16,0;247,50;245,62;225,41;265,67;244,40;76,0;245,62;76,0
11.8.2026;83;20:30 - 20:45;2719,4;413,0;81,8;33,4;48,4;239,88;235,56;219,41;277,99;221,20;115,2;235,56;115,2
11.8.2026;84;20:45 - 21:00;698,5;364,0;58,8;40,8;18,0;232,86;230,05;209,26;257,39;220,19;99,6;230,05;99,6
11.8.2026;85;21:00 - 21:15;702,1;391,9;97,3;68,6;28,7;238,11;238,56;215,22;262,00;262,00;165,9;238,56;165,9
11.8.2026;86;21:15 - 21:30;412,0;410,0;76,7;66,4;10,3;221,21;220,27;204,79;254,00;254,00;143,1;220,27;143,1
11.8.2026;87;21:30 - 21:45;656,4;440,2;56,4;30,3;26,1;208,91;209,74;195,01;223,59;223,59;86,7;209,74;86,7
